metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_req_duration,1709104280,501.420000,,,,true,,GET,https://website-v3.geekyants.com,HTTP/2.0,default,,200,,tls1.3,https://website-v3.geekyants.com,,
http_req_blocked,1709104280,0.001000,,,,true,,GET,https://website-v3.geekyants.com,HTTP/2.0,default,,200,,tls1.3,https://website-v3.geekyants.com,,
http_req_connecting,1709104280,0.000000,,,,true,,GET,https://website-v3.geekyants.com,HTTP/2.0,default,,200,,tls1.3,https://website-v3.geekyants.com,,
http_req_tls_handshaking,1709104280,0.000000,,,,true,,GET,https://website-v3.geekyants.com,HTTP/2.0,default,,200,,tls1.3,https://website-v3.geekyants.com,,
http_req_sending,1709104280,0.118000,,,,true,,GET,https://website-v3.geekyants.com,HTTP/2.0,default,,200,,tls1.3,https://website-v3.geekyants.com,,
http_req_waiting,1709104280,41.783000,,,,true,,GET,https://website-v3.geekyants.com,HTTP/2.0,default,,200,,tls1.3,https://website-v3.geekyants.com,,
http_req_receiving,1709104280,459.519000,,,,true,,GET,https://website-v3.geekyants.com,HTTP/2.0,default,,200,,tls1.3,https://website-v3.geekyants.com,,
http_req_failed,1709104280,0.000000,,,,true,,GET,https://website-v3.geekyants.com,HTTP/2.0,default,,200,,tls1.3,https://website-v3.geekyants.com,,
checks,1709104281,1.000000,response code is 200,,,,,,,,default,,,,,,,
data_sent,1709104281,1018.000000,,,,,,,,,default,,,,,,,
data_received,1709104281,494766.000000,,,,,,,,,default,,,,,,,
iteration_duration,1709104281,1531.476310,,,,,,,,,default,,,,,,,
iterations,1709104281,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1709104281,1.000000,,,,true,,POST,https://reqres.in/api/login,HTTP/2.0,default,,200,,tls1.3,https://reqres.in/api/login,,
http_req_duration,1709104281,324.869000,,,,true,,POST,https://reqres.in/api/login,HTTP/2.0,default,,200,,tls1.3,https://reqres.in/api/login,,
http_req_blocked,1709104281,0.001000,,,,true,,POST,https://reqres.in/api/login,HTTP/2.0,default,,200,,tls1.3,https://reqres.in/api/login,,
http_req_connecting,1709104281,0.000000,,,,true,,POST,https://reqres.in/api/login,HTTP/2.0,default,,200,,tls1.3,https://reqres.in/api/login,,
http_req_tls_handshaking,1709104281,0.000000,,,,true,,POST,https://reqres.in/api/login,HTTP/2.0,default,,200,,tls1.3,https://reqres.in/api/login,,
http_req_sending,1709104281,0.118000,,,,true,,POST,https://reqres.in/api/login,HTTP/2.0,default,,200,,tls1.3,https://reqres.in/api/login,,
http_req_waiting,1709104281,324.644000,,,,true,,POST,https://reqres.in/api/login,HTTP/2.0,default,,200,,tls1.3,https://reqres.in/api/login,,
http_req_receiving,1709104281,0.107000,,,,true,,POST,https://reqres.in/api/login,HTTP/2.0,default,,200,,tls1.3,https://reqres.in/api/login,,
http_req_failed,1709104281,0.000000,,,,true,,POST,https://reqres.in/api/login,HTTP/2.0,default,,200,,tls1.3,https://reqres.in/api/login,,
checks,1709104281,1.000000,login successful,,,,,,,,default,,,,,,,
checks,1709104281,1.000000,response body has token ,,,,,,,,default,,,,,,,
http_reqs,1709104281,1.000000,,,,true,,POST,https://reqres.in/api/login,HTTP/2.0,default,,200,,tls1.3,https://reqres.in/api/login,,
http_req_duration,1709104281,565.697000,,,,true,,POST,https://reqres.in/api/login,HTTP/2.0,default,,200,,tls1.3,https://reqres.in/api/login,,
http_req_blocked,1709104281,0.001000,,,,true,,POST,https://reqres.in/api/login,HTTP/2.0,default,,200,,tls1.3,https://reqres.in/api/login,,
http_req_connecting,1709104281,0.000000,,,,true,,POST,https://reqres.in/api/login,HTTP/2.0,default,,200,,tls1.3,https://reqres.in/api/login,,
http_req_tls_handshaking,1709104281,0.000000,,,,true,,POST,https://reqres.in/api/login,HTTP/2.0,default,,200,,tls1.3,https://reqres.in/api/login,,
http_req_sending,1709104281,0.072000,,,,true,,POST,https://reqres.in/api/login,HTTP/2.0,default,,200,,tls1.3,https://reqres.in/api/login,,
http_req_waiting,1709104281,329.594000,,,,true,,POST,https://reqres.in/api/login,HTTP/2.0,default,,200,,tls1.3,https://reqres.in/api/login,,
http_req_receiving,1709104281,236.031000,,,,true,,POST,https://reqres.in/api/login,HTTP/2.0,default,,200,,tls1.3,https://reqres.in/api/login,,
http_req_failed,1709104281,0.000000,,,,true,,POST,https://reqres.in/api/login,HTTP/2.0,default,,200,,tls1.3,https://reqres.in/api/login,,
checks,1709104281,1.000000,login successful,,,,,,,,default,,,,,,,
checks,1709104281,1.000000,response body has token ,,,,,,,,default,,,,,,,
http_reqs,1709104281,1.000000,,,,true,,POST,https://reqres.in/api/login,HTTP/2.0,default,,200,,tls1.3,https://reqres.in/api/login,,
http_req_duration,1709104281,340.263000,,,,true,,POST,https://reqres.in/api/login,HTTP/2.0,default,,200,,tls1.3,https://reqres.in/api/login,,
